"paper_id","corpus","recipe_id","sample_id","normalization_trace_id","data_quality_tier","system_tag","route","unknown_route_flag","route_inferred_flag","T_growth_C","time_min","PL_peak_nm_final","PL_peak_nm_core","measurement_state","notes_text","stage_source","shell_present_flag","postprocess_present_flag","shell_presence_ambiguity_flag","ratio_reported_flag","ratio_definition_type","precursor_purity_reported_flag","injection_rate_reported_flag","process_sensitive_reporting_flag","caution_count","QY_percent_final","FWHM_nm_final"
"L052","InP (L-series)","NR-L052-01","L052-S07","TRC-L052-01","literature_structured","In(Ga)P/ZnS","cation_exchange","no","no","410","60","576","","final_purified","In(Ga)P/ZnS molten-salt cation exchange MAIN rep: source L052-S07 In0.6Ga0.4P/ZnS, Srivastava2018 JACS 140 12144-12151 (Talapin group, U Chicago + UIC + Argonne). Key metrics: QY 46% solution (text p.12148, Rhodamine 6G reference OD 0.05-0.1), PL 576 nm (Fig 5b), FWHM 50 nm (text + Fig 5 caption). Composition x_Ga: XRD Vegard 0.40 / ICP-OES 0.47 (dual composition reporting standard for alloy QDs). Parent chain: L052-S04 bare In0.6Ga0.4P alloy core (formed from pre-synthesized InP parent core via cation exchange at 410 C / 60 min) -> L052-S07 ZnS shelled final (post-exchange conventional colloidal shelling). Route: cation_exchange (reduced from draft cation_exchange_molten_salt for route granularity consistency with spine convention). Vocabulary reduction rationale: spine 14 existing routes (hot_injection, heating_up, modified_SILAR, aminophosphine, one_pot families) contain ZERO solvent/medium in route names; all qualifiers are method/precursor/scale/chemistry type (MSC_mediated, layer_by_layer, InBr3, GHAS, one_pot_HF, gram_scale). Molten salt identity CsBr:LiBr:KBr eutectic (25:56.1:18.9 mol%, mp 236 C, used 380-450 C) is the reaction medium that enables cation exchange at this high temperature range — classified as medium not method. Medium detail preserved in this notes_text and in raw_process_events L052-S04-PE06/07 as source of truth. Future cation_exchange papers in other media (conventional solvents, supercritical fluids, different salt systems) can reuse the same base route `cation_exchange` with medium noted in row-level notes — prevents vocabulary explosion and preserves scalability. CAUTION: NEW BASE ROUTE vocabulary `cation_exchange` registered via this NR (spine 14 routes pre-round3 had 0 cation_exchange variants). CAUTION: dual composition reporting — XRD Vegard x_Ga=0.40 vs ICP-OES x_Ga=0.47 differ (systematic offset across all compositions in Table S2); both values reported in raw_measurements, normalized row uses XRD 0.40 as canonical. CAUTION: alloy composition series x=0.28-0.78 spans 4 bare alloy cores (L052-S03/S04/S05/S06) differentiated by cation exchange temperature (400/410/420/425 C) not by GaI3 dose; only S07 (x=0.40) and S08 (x=0.50) are ZnS-shelled; S08 not promoted as separate NR due to composition parentage ambiguity (no explicit bare In0.5Ga0.5P core in Table S2; x=0.5 inferred from Fig 5b color interpolation). Out-of-scope note: paper also reports In1-xGaxAs NIR samples (Fig 2b As panels, Fig 7, SI Figs S6/S7/S9/S21-S24); NOT extracted per InP-family scope rule. Existing system_tag In(Ga)P/ZnS (count=3 pre-round3).","main_text","1","0","0","1","molar_Ga/(Ga+In)","0","0","1","3","46","50"
"L053","InP (L-series)","NR-L053-01","L053-S03","TRC-L053-01","literature_structured","InP/GaP/ZnS/ZnS","heating_up","no","no","300","","527","","final_purified","InP/GaP/ZnS/ZnS green thick-shell MAIN rep: source L053-S03, Zhang2019 Adv Opt Mater 7 1801602 (Henan University + Beijing Jiaotong U). Route: conventional heating_up method (P precursor added cold, heated to 300°C) — DISTINCT from L048 hot_injection despite same system_tag. Shell architecture: thick ZnS via 3 slow Zn+OT additions (text says '4th time growth' counting initial 10min OT injection = 4 total ZnS-related events). Key metrics: PL 527 nm solution (text p.4 explicit, 'PL QY of InP/GaP/ZnS//ZnS core/shell QDs can maintain about 70% with emission peak at 527 nm'; Fig 2b labeled 'in solution environment'), QY 70% solution integrating sphere (abstract + p.4 consensus; p.2 intro says 'up to 67%' as lower range), FWHM 58 nm, size 7.2±1.3 nm (abstract + Fig 4b TEM). Device metrics (separate device stage): EL 530 nm (3 nm shift from solution PL), EQE 6.3%, current efficiency 13.7 cd/A, luminance 2938 (paper typo: written 'cd cm⁻²' should be cd/m²). CAUTION: same system_tag as L048 InP/GaP/ZnS/ZnS (registered TG-L048-142 round 2) but distinct route heating_up vs L048 hot_injection + distinct color regime (green vs blue) — complementary pair NOT duplicate; shared author Huaibin Shen only. CAUTION: QY within-paper range 67-70% (using 70% consensus). CAUTION: shell addition count terminology — text '4th time growth' vs methods 'repeated two times' = 3 Zn+OT additions + 1 initial OT. This is the CLEAN PL solution-explicit case contrasting with L048 blank modality-mismatch precedent: L053 has explicit numeric solution PL 527 nm in text. Intake metadata correction: intake pre-check said current efficiency 18 cd/A but paper text prevails at 13.7 cd/A (corrected in intake_record at raw extraction stage). Existing system_tag InP/GaP/ZnS/ZnS (count=1 pre-round3).","main_text","1","0","0","0","","0","0","1","3","70","58"
"L054","InP (L-series)","NR-L054-01","L054-S09","TRC-L054-01","literature_structured","InP/ZnS","aminophosphine","no","no","220","30","720","","final_purified","InP/ZnS deep red MAIN rep: source L054-S09, Yadav/Reiss 2023 JACS 145 5970-5981 (CEA Grenoble). Key metrics: PL 720 nm (Table 1 canonical; abstract/conclusions quote 728 nm — noted as aspirational, Table 1 used as primary per raw QC decision), QY 8% (Table 1 at 720 nm endpoint; text reports 16% at 700 nm intermediate stage), FWHM 112 meV (text-explicit unit, NOT force-converted to nm; paper also states 48 nm FWHM), tetrahedral InP edge length ~5-10 nm range (core grew larger with InCl halide choice; S09 InCl core 9.4±1.4 nm, core/shell 11.5±1.6 nm). Route novelty chemistry: In(I) halide (InI/InBr/InCl) acts as BOTH indium source AND reducing agent for aminophosphine P(NEt2)3 — zinc-free single-injection method; two coexisting reaction pathways observed by P NMR: reduction of transaminated aminophosphine by In(I) + redox disproportionation. Shelling protocol: low-T (140°C) ZnS shell via zinc diethyldithiocarbamate (ZDC) monomolecular precursor — alternative to conventional high-T ZnS (220-300°C). Core pre-shell surface treatment: room-temperature in-situ HF etching (benzoyl fluoride + octylamine, argon glovebox) → ~80% QY of InP core alone before ZnS shelling. Halide series context: InI/InBr/InCl tune InP core size; InP/ZnS emits 507-728 nm across halide series; only S09 (InCl, largest InP) promoted as NR representative — S07 InI and S08 InBr are series sub-variants documented in notes only. CAUTION 1: Table 1 (720 nm) vs abstract/conclusions (728 nm) — using 720 nm as canonical PL_peak_nm_final. CAUTION 2: PLQY 8% Table 1 at endpoint vs 16% text at intermediate 700 nm — using 8% canonical. CAUTION 3: FWHM preserved in meV unit (112 meV) per paper-explicit format; do NOT force conversion to nm. CAUTION 4: Route aminophosphine base + In(I) halide protocol — L052 vocabulary granularity precedent: keep base form, record In(I) halide chemistry in notes, NOT as new sub-variant; future truth gate may revisit if multiple In(I) halide papers accumulate. Modality confirmation: solution PL in toluene via integrating sphere Hamamatsu Quantaurus — CLEAN case, no L048 modality mismatch risk. Coverage value: 728 nm-level deep red fills the thin spine >700 nm band (pre-batch11 had only 2 rows: NR-L046-01 721 + NR-L046-02 725); NR-L054-01 at 720 nm adds a third deep-red row. Intra-table discrepancies (Table 1 vs Table S3 for InI/InBr series) documented in raw QC — non-blocking for S09 representative. Existing system_tag InP/ZnS (count=18 pre-batch11). Yadav2023 JACS 145 5970-5981.","table","1","0","0","0","","1","0","1","4","8","53"
"L055","InP (L-series)","NR-L055-01","L055-S02","TRC-L055-01","literature_structured","In(Zn)P/ZnSe/ZnS","heating_up","no","no","305","2","531","","final_purified","In(Zn)P/ZnSe/ZnS MSC-destabilized MAIN rep: source L055-S02, Jo/Lee 2023 Chem Mater 35 6161-6167 (Yonsei University Kangtaek Lee group). Key metrics: PL 531 nm solution (text explicit), PLQY 88% solution integrating sphere (narrower than S01 control 76%), FWHM 36 nm solution (narrower than S01 control 40 nm), VD ratio 0.37 high monodispersity index. Process novelty: MSC destabilization via TOP (tri-n-octylphosphine) + ZnCl2 additives during heating-up destabilizes metastable In(Zn)P magic-sized clusters (polytwistane crystal structure) — separates nucleation and growth stages, induces decarboxylation + ligand exchange reactions, additive surface passivation improves stability. Route: heating_up base (paper-explicit 'during the heating-up process') with P(SiMe3)3 injected at 130C during heat-up (NOT hot injection into pre-heated solvent) + ZnCl2/TOP 0.1 M stock 1 mL added dropwise at 230C + core dwell 305C 2min. Sample context: S01 control without additives polydisperse PLQY 76% FWHM 40nm baseline; S02 destabilized main rep PLQY 88% FWHM 36nm monodisperse (main paper claim); S03 bare In(Zn)P core intermediate not promoted (non-numeric TEM, no PL intensity). Shell chemistry note: ZnSe shell uses SnSt2 (tin stearate) as co-reagent — unusual, role unclear (possibly Se-transfer agent or Sn-doping concern); non-blocking flagged for future Yonsei Lee group paper cross-check. CAUTION 1: saturated zone 500-549 nm coverage value low (26 rows pre-batch11); keep justified by process novelty MSC destabilization mechanism only. CAUTION 2: route heating_up base + MSC destabilization protocol kept in notes per L052 vocabulary granularity precedent (base form + process detail in notes not new sub-variant). CAUTION 3: SnSt2 co-reagent unusual — non-blocking but flagged. Modality: solution PL in hexane via integrating sphere CLEAN case no L048 modality mismatch risk. Existing system_tag In(Zn)P/ZnSe/ZnS count=3 pre-batch11. Jo2023 Chem Mater 35 6161-6167.","main_text","1","0","0","0","","0","0","1","3","88","36"
"L056","InP (L-series)","NR-L056-01","L056-S07","TRC-L056-01","literature_structured","In(Zn)P/Zn(Mg)Se/ZnS","heating_up","no","no","305","2","550","","final_purified","In(Zn)P/Zn(Mg)Se/ZnS NEW SYSTEM_TAG MAIN rep: source L056-S07, Mulder/Houtepen 2020 ACS Appl Nano Mater 3 3859-3867 (TU Delft + IIT Genova + EMAT Antwerp). OPEN ACCESS (CC-BY-NC-ND). 3-layer architecture: In(Zn)P core / Zn_xMg_1-xSe lattice-matched alloy shell / ZnS outer protection shell. System_tag novelty: NEW vocabulary candidate — first Mg-containing shell in spine (INC-018 pre-gate enumeration check: post-round3 21-tag distribution contains ZERO Mg-containing tags — confirmed genuinely new); pending truth-gate vocabulary registration. Lineage: direct extension of L032 (Pietra/Houtepen 2016 ACS Nano In(Zn)P/ZnSe) by same Houtepen TU Delft group — ZnMgSe replaces ZnSe with Mg alloying to improve lattice match with InP (MgSe in zinc blende has near-perfect lattice match with InP; Zn alloying needed to stabilize zinc blende structure). Key metrics: PL ~550 nm solution (figure-read medium confidence — paper Fig 5 spectra for 0/25/50/75% Mg feed series; 0% Mg ~580 nm yellow, 75% Mg ~535 nm bright green, 50% Mg ~550 nm representative), PLQY ~50% uniform across all ZnS-protected samples (graph-read), FWHM ~50 nm for 50% Mg sample (FWHM narrows 90→50 nm across 0→75% Mg content — main paper claim is color purity improvement not PLQY enhancement). Composition: Mg feed 50% → actual ICP/XPS Mg:Zn ≈ 0.26-0.27 (standard alloy feed-vs-actual discrepancy across all compositions, lower actual than feed). Route: heating_up base for core (Ramasamy et al. adapted protocol, core anneal 305C 2min) + syringe-pump injection for Zn(Mg)Se shell at 200C + subsequent ZnS outer shell at higher T — shell delivery method kept in notes per L052 vocabulary granularity precedent (base heating_up + delivery method in notes, not new sub-variant). Modality: solution PL in toluene via FLS980 integrating sphere (N2 glovebox) — CLEAN CASE like L053 (not L048 blank modality precedent); PL_peak_nm_final CAN be populated despite phosphor application context. Free-standing Zn_xMg_1-xSe NCs (methodology development in paper) EXCLUDED at raw extraction stage — not InP-family. CAUTION 1: NEW system_tag vocabulary `In(Zn)P/Zn(Mg)Se/ZnS` pending truth-gate registration — genuinely new, INC-018 pre-gate enumeration check passed (0 Mg-containing tags in spine); first Mg-containing shell system in QD Recipe Navigator spine. CAUTION 2: PL_peak 550 nm is figure-read medium confidence — paper does not provide precise numerical table for all Mg fractions; approximate from Fig 5e graph (similar to L050 NR-L050-01 green figure-read precedent at PL 530 nm). CAUTION 3: PLQY ~50% and FWHM ~50 nm are also graph-read approximations — no precise numerical table for intermediate Mg fractions; S06 (0% Mg) and S07 (50% Mg) have more explicit values than S08 (25%/75% Mg flag record not promoted). CAUTION 4: Coverage value low — 550 nm is in saturated zone 550-599 nm (24 rows pre-batch11); keep justified by NEW system_tag vocabulary + FWHM narrowing claim (90→50 nm with Mg content), NOT for coverage gap. CAUTION 5: Composition dual reporting — Mg feed 50% vs actual ICP/XPS 0.26-0.27 (systematic lower actual than feed); both recorded in raw layer; canonical x value selection deferred to normalization convention. Existing system_tags: 21 total post-round3 (0 Mg-containing); NR-L056-01 registration adds potential 22nd tag. Mulder2020 ACS Appl Nano Mater 3 3859-3867.","figure","1","0","0","1","molar_Mg/(Mg+Zn)","0","1","1","5","50","50"
"V003","I-III-VI (V-series)","NR-V003-01","V003-S09","TRC-NR-V003-01","literature_structured","AgInGaS2/AgGaS2","hot_injection","0","0","200","30","517","","solution","FIRST I-III-VI family entry; first AIGS/AGS spine row | PLQY=96% FWHM=30nm size=9.4nm shell_thickness=2.9nm | composition_X_measured=0.5 composition_method=ICP-AES composition_intent_class=final_product | shelling_mode=thermal_shelling (G.7 provisional) shell_material=AgGaS2 (G.7 provisional) | emission_mechanism=excitonic (§C.5 path 1) | caution_count=1 confidence=high | resolved_holds: HOLD-V003-001;HOLD-V003-002;HOLD-V003-003 | PRIMARY representative for V003. Ag(In0.5Ga0.5)S2 core (r=1.8 nm) / AgGaS2 shell (l=2.9 nm) coherent heteroepitaxy; lattice mismatch ~1.2% a-axis ~3.9% c-axis; Type I band alignment. Tied PLQY 96% with non-promoted alternate (X=0.5/l=1.6); thicker shell selected per human approval as final convergence point. emission_mechanism=excitonic per §C.5 path 1 (paper p.4 1Se-1Sh band-edge τ_rad ~40 ns vs surface trap τ_rad ~100 ns suppressed by AGS shell). composition_intent=final_product (post-purification). composition method ICP-AES (Perkin-Elmer OPTIMA-4300DV) per Methods p.8. shell cycle count: estimated from 0.3 nm/cycle rule, SI confirmation recommended. system_tag pre-gate enumerated AgInGaS2/AgGaS2 (INC-018) — first AIGS family entry in spine; per §G.1 ratification composition X kept in notes_text not in system_tag.","table","1","0","0","1","measured_ICP_AES","1","0","0","1","96","30"
"V003","I-III-VI (V-series)","NR-V003-02","V003-S13","TRC-NR-V003-02","literature_structured","AgInGaS2/AgGaS2","hot_injection","0","0","200","30","610","","solution","FIRST I-III-VI family entry; first AIGS/AGS spine row | PLQY=86% FWHM=42nm size=9.0nm shell_thickness=1.6nm | composition_X_measured=0.9 composition_method=ICP-AES composition_intent_class=final_product | shelling_mode=thermal_shelling (G.7 provisional) shell_material=AgGaS2 (G.7 provisional) | emission_mechanism=excitonic (§C.5 path 1) | caution_count=1 confidence=medium-high | resolved_holds: HOLD-V003-002;HOLD-V003-004 | RED-EDGE representative for V003 color-tunable family. Ag(In0.9Ga0.1)S2 core (r=2.9 nm) / AgGaS2 shell (l=1.6 nm). Promoted under HOLD-V003-002 option B (2 NRs total); captures the paper's color-tunable demonstration without 5-NR spine inflation. emission_mechanism=excitonic per §C.5 path 1. composition_intent=final_product. composition method ICP-AES per Methods p.8. cross-X shell uniformity directly supported by SI Supp Fig 16 caption (same shell thickness l=1.6 nm applied across 0.2 ≤ X ≤ 0.9 with the AGS shell procedure) — evidence-confirmed caution; caution_count=1. system_tag = AgInGaS2/AgGaS2 (same as NR-V003-01 per §G.1 composition X NOT in system_tag); X=0.9 recorded in composition_X_measured + notes_text. confidence medium-high due to red-edge In/Ga reactivity asymmetry per paper p.4.","table","1","0","0","1","measured_ICP_AES","1","0","0","1","86","42"
"V008","I-III-VI (V-series)","NR-V008-01","V008-S12","TRC-NR-V008-01","literature_structured","CuInS2/ZnS","solvothermal","0","0","180","360","619","700","mixed","FIRST CIS family entry; SECOND I-III-VI family row in spine after V003 | FIRST D-A emission precedent in spine (§C.5 path 2 mandatory caution_count=1) | PLQY=85.06% FWHM=~110nm size=4.37nm core_size=2.89nm shell_thickness=0.74nm | composition_method=XPS composition_intent_class=final_product composition_X_measured=N/A | shelling_mode=thermal_shelling (V003-precedented provisional) shell_material=ZnS (canonical) | emission_mechanism=D-A (§C.5 path 2 first D-A in spine; paper-explicit DAP recombination main p.3) | caution_count=1 (mandatory per §C.5 path 2) confidence=high | INC-018 enumerations: route=solvothermal first solvothermal route enum + system_tag=CuInS2/ZnS first CIS family entry | resolved_holds: HOLD-V008-001;HOLD-V008-002;HOLD-V008-003;HOLD-V008-004;HOLD-V008-005 | PRIMARY representative for V008 = first CIS family (CuInS2 core + ZnS shell) entry in spine | second I-III-VI family entry overall (after V003 AIGS-AGS) | Cu/In=1:2 nucleation T=180C Zn(OAc)2=6 mmol 4 mL OA modification | PLQY 85.06% text-explicit (abstract+main+conclusion) | PL 619 nm text-explicit (Methods p.2 WLED Fab paragraph) | TEM 4.37 nm text-explicit (main p.4 + Fig 2D histogram) | shell_thickness 0.74 nm calculated from (4.37-2.89)/2 | route=solvothermal G.9 PROVISIONAL pilot vocab INC-018 pre-gate enumerated this session; first solvothermal route enum in spine; 50 mL teflon-lined autoclave 180C 6h core + 200C 14h shell | system_tag=CuInS2/ZnS first CIS family entry INC-018 pre-gate enumerated this session | shelling_mode=thermal_shelling V003-precedented provisional | shell_material=ZnS canonical InP-spine vocab | architecture=shell unambiguous (XPS Zn 2p attribution to ZnS shell layer Fig 3B + HR-TEM shape change Fig 2C + FTIR OA coating SI Fig S5 + small lattice mismatch) | modality=mixed solution PL toluene + film WLED demo on blue GaN chip | emission_mechanism=D-A paper-explicit DAP recombination main p.3; first D-A precedent in spine; §C.5 path 2; caution_count=1 ma","multi_source","1","0","0","0","XPS_qualitative_element_presence_only","1","0","0","1","85.06","110"
"V002","I-III-VI (V-series)","NR-V002-01","V002-S02","TRC-NR-V002-01","literature_structured","CuInS2/ZnS","hot_injection","0","0","230","30","960","~950","mixed","FOURTH I-III-VI family row in spine; SECOND CIS family row (after V008 NR-V008-01); FIRST hot_injection CIS family entry; FIRST 0-INC-018 reuse case; FIRST §C.6 5-fold boundary_evidence stack; FIRST NR with caution_count=0 in I-III-VI pilot | PLQY=92.1% (champion CIS-based) FWHM=142nm size=9.1nm tetrahedron_E-L core_size=6.2nm shell_thickness=0.93nm (~3 ML ZnS along [111]) lifetime=7.99μs single-exponential | composition_method=XPS+HAADF-EDS+XRD (XPS+HAADF-EDS+XRD strongest stack in pilot) composition_intent_class=final_product composition_X_measured=N/A (CIS fixed stoichiometry) | shelling_mode=thermal_shelling (V003+V008 precedented provisional) shell_material=ZnS (canonical) | emission_mechanism=excitonic (§C.5 path 1 reuse from V003; paper p.4 Cu-localized-hole-state mention recorded for transparency only NO D-A reclassification) | caution_count=0 (cleanest profile in I-III-VI pilot) confidence=high | §C.6 5-fold boundary_evidence stack: (a) Fig 1A schematic + (b) V002-S03 alloyed counter-example + (c) HAADF-STEM EDS spatial mapping + (d) HR-TEM lattice 3.3->3.2 Å + (e) phonon energy 43.9->63.5 meV +45% Huang-Rhys 1.4->1.1 -21% e-phonon coupling | INC-018: 0 enumerations needed (system_tag CuInS2/ZnS reuse from V008; route hot_injection canonical InP) | literal tetrahedron edge length retained no spherical conversion applied (HOLD-V002-001 informational) | 7 raw aliquots V002-S02-A01..A07 t=0/10/20/30/40/50/60 min; A04 IS this representative quench point; V002 first to populate central raw_aliquots.xlsx | resolved_holds: HOLD-V002-001 | PRIMARY representative for V002 = second CIS family row in spine after V008 NR-V008-01 | first hot_injection CIS family entry in spine (V008 was solvothermal) | fourth I-III-VI family row overall (after V003 NR-V003-01/02 AIGS-AGS + V008 NR-V008-01 CIS/ZnS solvothermal) | system_tag=CuInS2/ZnS V008 PRECEDENT REUSE no INC-018 needed | route=hot_injection canonical InP vocab no INC-018 needed | shelling_mode=thermal_shelling V003+V008 precedented provisional | shell_material=ZnS canonical InP-spine vocab + V008 precedent | architecture_framing=shell with alloy_attractor_present_note | **STRONGEST §C.6 boundary_evidence case in I-III-VI pilot; 5-fold evidence stack ratified**: (a) Figure 1A pedagogical schematic (alloy attractor top path vs rigid core/shell bottom path); (b) V002-S03 Cu-In-Zn-S alloyed control direct experimental counter-example synthesized via slow Zn injection 0.5 mL/min × 10 cycles + 10 min anneal per cycle; 1.1% lattice shrinkage vs V002-S02 0.5%; significant XPS BE shifts (Table S1 Fig S6); (c) HAADF-STEM EDS single-particle spatial mapping confirming Cu+In confined to CIS core + Zn+S spread over entire particle (Fig 1H-M Fig S8); (d) HR-TEM lattice spacing 3.3 → 3.2 Å consistent with epitaxial ZnS growth (bulk ZnS 3.14 Å vs CIS 3.20 Å); (e) temperature-dependent rigid lattice evidence: phonon energy 43.9 → 63.5 meV (+45% increase) and Huang-Rhys factor reduction 1.4 → 1.1 (~21% e-phonon coupling reduction) | alloying suppression logic supporting shell clas","multi_source","1","0","0","0","XPS_BE_shifts_HAADF_spatial_XRD_lattice_param_qualitative_rich_no_numeric_atomic_ratio","1","1","1","0","92.1","142"
"V004","I-III-VI (V-series)","NR-V004-01","V004-S07","TRC-NR-V004-01","literature_structured","AgInGaS2/GaSx","hot_injection","0","0","200","20","543","534+640_dual_peak_core_stage","final_purified_post_alkylphosphine_TBP","FIFTH I-III-VI family row in spine; THIRD AIGS family row (after V003 NR-V003-01/02); FIRST AgInGaS2/GaSx variant; FIRST amorphous shell architecture in spine; THIRD shell-material chemistry (after ZnS+AgGaS2) | PLQY=99% (near-unity post-TBP paper-explicit ""first time in this system"") FWHM=37nm size=~5-6 core_size=~4.1nm shell_thickness=~0.7nm lifetime=biexp tau1=64.8ns tau2=238ns | composition_method=ICP-AES+XPS+XRD composition_intent_class=final_product composition_X_measured=0.5_inferred_from_feed (S07 feed-inferred; sister S08 has explicit ICP-AES Ag(In0.45Ga0.55)S2/Ga0.65S0.84 — strongest numeric in pilot) | shelling_mode=thermal_shelling (V003+V008+V002 precedented) shell_material=GaSx (G.7 first usage in spine INC-018 enumerated) | emission_mechanism=excitonic (paper-explicit band-edge PL multiple times p.6/p.10; NO D-A caution) | caution_count=0 (fourth NR with caution_count=0 in pilot after V003-01/02 + V002-01) | 5-fold V004-style §C.6 boundary_evidence stack: (1) main p.10 amorphous GaSy shell text-explicit + (2) Fig 6 HRTEM clear lattice fringes + amorphous annular shell + (3) Fig 5a XRD chalcopyrite phase match ICSD 070-5629+073-1233 + (4) Fig 5b-g + Table S2 XPS BE shifts + (5) ICP-AES explicit numeric Ag(In0.45Ga0.55)S2/Ga0.65S0.84 for sister sample 8 STRONGEST numeric composition evidence in I-III-VI pilot | INC-018: 2 enumerations performed (system_tag=AgInGaS2/GaSx first usage + shell_material=GaSx G.7 first usage); route=hot_injection canonical reuse | resolved_holds: HOLD-V004-001 rep_scope Option A + HOLD-V004-002 FWHM text>table acknowledged S09 + HOLD-V004-003 S07 X feed-inferred informational + HOLD-V004-INC018-system_tag + HOLD-V004-INC018-shell_material | PRIMARY representative for V004 = FIFTH I-III-VI family row in spine (after V003 NR-V003-01/02 AIGS-AGS + V008 NR-V008-01 CIS/ZnS solvothermal + V002 NR-V002-01 CIS/ZnS rigid hot_injection) | THIRD AIGS family entry in spine (after V003 NR-V003-01/02 with AgGaS2 shell) | FIRST AgInGaS2/GaSx variant in spine (V003 was AgGaS2 shell; V004 is first GaSx shell); FIRST amorphous shell architecture in spine; THIRD shell-material chemistry in spine (after ZnS + AgGaS2) | V004-S07 with post_alkylphosphine_TBP measurement_stage | Feed: Ag(OAc) 0.25 + InCl3 0.3 + Ga(DDTC)3 0.3 mmol (In/Ga feed = 1:1 = feed X 0.5) | core T=200C 20 min (Ag(OAc) quick injection at 130C into Ag2S precursor per Scheme 1b paper innovation vs Scheme 1a heating-mixture prior work) | shell GaSx via Ga(acac)3 0.15 + Ga(DDTC)3 0.05 + DMTU 0.15 + GaCl3 0.35 mmol at 280C 30 min | TBP 0.1 mL in 1 mL chloroform at RT ~1 h plateau post-treatment | **PLQY 99% near-unity post-TBP text-explicit main p.10 'near-unity PL QY value (99%) was achieved for the first time in this system'**; PL 543 nm + FWHM 37 nm text-explicit Table 1 row 7 + main p.6; lifetime tau1=64.8 ns + tau2=238 ns biexponential post-TBP text-explicit Table S5 | route=hot_injection canonical InP vocab no INC-018 | **system_tag=AgInGaS2/GaSx INC-018 ENUMERATED first usage in spine** (V003 enumerated AgInGaS2/AgGaS2 with different shell; pilot precedent in TG-V004-001 + CUR-V004-001) | **shell_material=GaSx INC-018 ENUMERATED G.7 first usage in spine** (V003=AgGaS2, V008+V002=ZnS; pilot precedent in TG-V004-002 + CUR-V004-002) | shelling_mode=thermal_shelling V003+V008+V002 precedented provisional | architecture_framing=shell with GaSx_amorphous_shell_note | **§C.6 5-fold V004-style boundary_evidence stack ratified**: (1) main p.10 explicit 'presence of amorphous GaSy shells ... amorphous annular dark areas around the crystalline cores whose thickness is 0.5-1 nm for the GaCl3-treated core/shell QDs'; (2) Fig 6 b/d/f HRTEM clear lattice fringes for tetragonal AgInS2 core surrounded by amorphous annular GaSy shell (sample 8 basis + inference to S07); (3) Fig 5a XRD chalcopyrite phase match ICSD 070-5629 AgInS2 + 073-1233 AgGaS2; (4) Fig 5b-g + Table S2 XPS BE shifts in Ag 3d / In 3d / Ga 2p / Ga 3d / S 2p / N 1s before/after GaCl3 treatment (sample 8 basis); (5) **ICP-AES explicit numeric Ag(In0.45Ga0.55)S2/Ga0.65S0.84 for sample 8 main p.8 — STRONGEST measured composition evidence in I-III-VI pilot to date — first I-III-VI paper in spine to give explicit numeric Ag/In/Ga/S atomic ratios for both core and shell** | composition_method=ICP-AES Shimadzu ICPS-7510 + XPS Shimadzu KRATOS AXIS-165sx + XRD Rigaku SmartLab; composition_intent_class=final_product (post GaCl3 + TBP chloroform purified) | **composition_X_measured for S07 = 0.5 feed-inferred** (feed In/Ga=1:1); sister sample S08 has explicit ICP-AES X=0.45 (close to feed 0.5); HOLD-V004-003-S07-X-explicit acknowledged as informational (SI Table S4 inspection deferred to future session; non-blocking) | core size ~4.1 nm (sample 8 explicit main p.10 'd = 4.1 nm, σ = 0.5 nm'; sample 7 inferred similar) + GaSx shell 0.5-1 nm thick (text-explicit p.10) + total ~5-6 nm | §C.5 emission_mechanism=excitonic per Stage 2 + session task; paper p.6/p.10 explicit 'band-edge PL' / 'band-edge emission' multiple times; FWHM 37 nm far narrower than typical D-A; defect emission only at core stage not promoted; TBP-treated 99% PLQY unambiguously band-edge; Type I band alignment via wide-gap GaSy shell; NO D-A caution applied | **§C.3 resolved → Option A single NR (HOLD-V004-001 resolved)**: paper-explicit 'first time in this system' (path 1) + highest PLQY 99% (path 2) both point to S07+TBP; V004-S09 narrowest-FWHM alternate (31 nm per text p.10 / 35 nm per Table 1; HOLD-V004-002 FWHM text>table acknowledged) raw retained non-promoted; V004-S08 composition-confirmed alternate (explicit ICP-AES basis for §C.6 evidence) raw retained non-promoted | V004-S01..S06 raw retained as series intermediates not promoted | V004↔V010 same-Osaka-group earlier work flag preserved as note only (V010 not in batch_inbox; overlap determination deferred) | modality=solution only (synthesis methodology paper; no LED/film/device demo unlike V003/V008/V002) | TBP post-treatment cautionary statement: spontaneous combustion risk if drop spilled on wipe | **caution_count=0** (matches V002 cleanest profile; no §C.5 D-A caution; no §C.6 caution; §C.3 resolved Option A no caution; 5 holds resolved but none contribute to caution_count — acknowledged or gating-only)","multi_source","1","1","0","1","ICP-AES_explicit_numeric_sister_sample_S08_Ag(In0.45Ga0.55)S2/Ga0.65S0.84_S07_feed_inferred_X0.5","1","1","1","0","99","155"
