paper_id,corpus,recipe_id,sample_id,normalization_trace_id,data_quality_tier,system_tag,route,unknown_route_flag,route_inferred_flag,T_growth_C,time_min,PL_peak_nm_final,PL_peak_nm_core,measurement_state,notes_text,stage_source,shell_present_flag,postprocess_present_flag,shell_presence_ambiguity_flag,ratio_reported_flag,ratio_definition_type,precursor_purity_reported_flag,injection_rate_reported_flag,process_sensitive_reporting_flag,caution_count,QY_percent_final,FWHM_nm_final
L021,InP (L-series),NR-L021-03,L021-S03,TRC-L021-03,literature_structured,InP/ZnSe/ZnS,heating_up,no,no,310,30,620,,final_purified,Red InP/ZnSe/ZnS from NaOCP; PL 620nm QY 95% FWHM 60nm; NaOCP precursor (detail in notes; route=heating_up generic); InCl3 1mmol + ZnCl2 1mmol + OLA 9mL; NaOCP 1mmol/6mL OLA; core 310C 30min (high T for large red core); same multi-step ZnSe/ZnS shelling; SI full protocol; Yu2021 ACS Energy Lett,supplementary_text,1,0,0,0,,0,0,1,0,95,60
L022,InP (L-series),NR-L022-01,L022-S01,TRC-L022-01,literature_structured,InP/ZnS/ZnS,heating_up,no,no,170,30,410,,final_purified,"Deep blue InP/ZnS/ZnS with oleic acid (OAC) ligand; PL 410nm QY 37% FWHM 65nm; Table 1 provenance; In(OAc)3 + OAC + ODE heated 170C 30min for InP core (SI S1.2.1); consecutive double ZnS shell coating; ultrasmall core 1.74nm → 4.11nm after double shell; low QY expected for deep blue ultrasmall InP; Rakshit2023 ACS AMI; [VERIFY-FIX 2026-04-06: time_min 120→30, SI Section 1.2.1 ""held for 30 minutes""; main text 170C/2h is impurity comparison experiment]",main_text,1,0,0,0,,0,0,0,0,37,65
L022,InP (L-series),NR-L022-02,L022-S02,TRC-L022-02,literature_structured,InP/ZnS/ZnS,heating_up,no,no,170,30,430,,final_purified,"Deep blue InP/ZnS/ZnS with oleylamine (OAM) ligand; PL 430nm QY 45% FWHM 50nm; Table 1 provenance; In(OAc)3 + OAM + ODE heated 170C 30min for InP core (SI S1.2.1); consecutive double ZnS shell coating; ultrasmall core 1.81nm → 4.15nm; OAM yields higher QY and narrower FWHM than OAC; Rakshit2023 ACS AMI; [VERIFY-FIX 2026-04-06: time_min 120→30, OAM same procedure as S01; SI Section 1.2.1 ""held for 30 minutes""]",main_text,1,0,0,0,,0,0,0,0,45,50
L023,InP (L-series),NR-L023-01,L023-S01,TRC-L023-01,literature_structured,InP/ZnS,hot_injection,no,no,180,30,482,,final_purified,Blue InP@ZnS from P4 (elemental phosphorus) precursor; PL 482±1nm QY 8±2% FWHM 58±1nm; Table 1 with standard errors; low-performance valid row — QY 8% is genuine measurement for ultrasmall blue InP from InI3+ZnI2 precursors; P4 sublimed from red P dissolved in TOP as novel P source (precursor detail in notes; route=hot_injection generic); ZnS shell ZnOAc+dodecanethiol 210C 90min; Bang2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,8,58
L023,InP (L-series),NR-L023-02,L023-S02,TRC-L023-02,literature_structured,InP/ZnS,hot_injection,no,no,150,30,529,,final_purified,Green InP@ZnS from P4; PL 529±2nm QY 60±2% FWHM 60±1nm; Table 1; InCl3+ZnCl2+OLA 3.3mL; P4-TOP injected at 150C 30min; highest QY tier for this paper; Bang2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,60,60
L023,InP (L-series),NR-L023-03,L023-S03,TRC-L023-03,literature_structured,InP/ZnS,hot_injection,no,no,180,30,555,,final_purified,Yellow InP@ZnS from P4; PL 555±2nm QY 63±1% FWHM 69±2nm; Table 1; same InCl3+ZnCl2 but 180C for larger core; highest QY in paper (63%); Bang2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,63,69
L023,InP (L-series),NR-L023-04,L023-S04,TRC-L023-04,literature_structured,InP/ZnS,hot_injection,no,no,180,30,595,,final_purified,Orange InP@ZnS from P4; PL 595±2nm QY 40±3% FWHM 77±1nm; Table 1; half OLA (1.65mL) for larger core; P4-TOP at 180C 30min; Bang2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,40,77
L023,InP (L-series),NR-L023-05,L023-S05,TRC-L023-05,literature_structured,InP/ZnS,hot_injection,no,no,210,20,635,,final_purified,Red InP@ZnS from P4; PL 635±3nm QY 18±2% FWHM 76±1nm; Table 1; half OLA; P4-TOP at 210C with 2-step injection (10+10min = 20min total); secondary P4 injection for further core growth; Bang2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,18,76
L024,InP (L-series),NR-L024-01,L024-S01,TRC-L024-01,literature_structured,InZnP/InGaP/GaP/ZnSeS,hot_injection,no,no,270,120,565,,final_purified,InZnP/InGaP/GaP/ZnSeS multishell QD via Ga-for-Zn cation exchange; PL 565nm QY 75% FWHM 52nm; Hens/Houtepen group TU Delft/IIT; complex multi-step: (1) InZnP core In(OAc)3+Zn(OAc)2+PA in ODE heated 250C → P(TMS)3 injected → 270C 2h core growth; (2) Ga3+→Zn2+ CE at 200C with Ga(OA)3; (3) GaP shell P(TMS)3+Ga at 150-200C; (4) ZnSeS outer shell Zn stearate+TOP-Se+TOP-S at 300C 20min; route=hot_injection (CE/GaP/ZnSeS shell detail in notes only; no new route vocabulary); system_tag=InZnP/InGaP/GaP/ZnSeS (approved as-is; not simplified); open_access CC-BY-NC-ND; Pietra2017 Chem Mater,main_text,1,0,0,0,,0,0,1,0,75,52
L025,InP (L-series),NR-L025-01,L025-S01,TRC-L025-01,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,250,2,525,,final_purified,InP_S: P(TMS)3 core 250C/2min; gradient ZnSeS (4 steps 200-300C) + ZnS outer; QY 95% absolute integrating sphere; FWHM 35nm; Shim2023 ACS Appl Nano Mater,main_text,1,0,0,0,,0,0,1,0,95,35
L025,InP (L-series),NR-L025-02,L025-S02,TRC-L025-02,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,1,525,,final_purified,InP_A: P(DMA)3 aminophosphine core 180C/1min; identical shell as S01; QY 85% absolute integrating sphere; FWHM 36nm; Shim2023 ACS Appl Nano Mater,main_text,1,0,0,0,,0,0,1,0,85,36
L026,InP (L-series),NR-L026-01,L026-S07,TRC-L026-01,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,200,30,646,,final_purified,InP/ZnSeS/ZnS control (no Ga); (DMA)3P core 200C/30min; gradient ZnSeS + ZnS; QY 36% absolute (FLS1000 integrating sphere 365nm); FWHM 67nm; Song2024 Nano Res,main_text,1,0,0,0,,0,0,1,0,36,67
L026,InP (L-series),NR-L026-02,L026-S08,TRC-L026-02,literature_structured,H-InP/ZnSeS/ZnS,hot_injection,no,no,200,30,647,,final_purified,H-InP/ZnSeS/ZnS heat control; 300C/30min heat without GaI3; QY 46% absolute; FWHM 74nm broadened; Song2024 Nano Res,main_text,1,0,0,0,,0,0,1,0,46,74
L026,InP (L-series),NR-L026-03,L026-S09,TRC-L026-03,literature_structured,Ga-InP/ZnSeS/ZnS,hot_injection,no,no,200,30,640,,final_purified,Ga-InP/ZnSeS/ZnS PRIMARY; GaI3 cation exchange 300C/30min; QY 60% (max 62%) absolute; FWHM 67nm; NEW system_tag; Song2024 Nano Res,main_text,1,0,0,0,,0,0,1,0,60,67
L028,InP (L-series),NR-L028-01,L028-S01,TRC-L028-01,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,180,30,607,,final_purified,Red: DEA3P aminophosphine core InCl3+ZnCl2+OLA 180C/30min; interfacial treatment TBA HFP+water; ZnSe shell TOP-Se 330C/28-60min; ZnAc2; ZnS TOP-S 300C/1h; DDT; PL 607nm QY 95% FWHM 45.5nm; absolute QY integrating sphere; Avermaet2022 ACS Nano,main_text,1,1,0,0,,0,0,1,0,95,45.5
L028,InP (L-series),NR-L028-02,L028-S02,TRC-L028-02,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,180,30,562,,final_purified,Amber1: conditions_inherited from S01; PL 562nm QY 82% FWHM 48nm; Table 2; Avermaet2022 [shared_protocol: T/time inherited from L028-S01]; [VERIFY-NOTE 2026-04-06: time_min=30 is inferred from red protocol (SI S2.2). Amber-specific core growth time not explicitly stated.],main_text,1,1,0,0,,0,0,1,1,82,48
L028,InP (L-series),NR-L028-03,L028-S03,TRC-L028-03,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,30,552,,final_purified,"Amber2: Zn(Se,S)_{75,25} alloy shell; conditions_inherited; PL 552nm QY 87% FWHM 53nm; Table 2; Avermaet2022 [shared_protocol: T/time inherited from L028-S01]; [VERIFY-NOTE 2026-04-06: time_min=30 is inferred from red protocol (SI S2.2). Amber-specific core growth time not explicitly stated.]",main_text,1,1,0,0,,0,0,1,1,87,53
L028,InP (L-series),NR-L028-04,L028-S04,TRC-L028-04,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,20,517.5,,final_purified,"Green: InBr3+ZnBr2 core DEA3P 180C/20min; Zn(Se,S)_{25,75} 3:1 S:Se 300C/80min; ZnAc2+ZnS; PL 517.5nm QY 100% FWHM 45nm; absolute QY; 10g scale QY 85%; Avermaet2022",supplementary_text,1,1,0,0,,0,0,1,0,100,45
L028,InP (L-series),NR-L028-05,L028-S05,TRC-L028-05,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,12,483,,final_purified,"Cyan1: InI3+ZnI2 core DEA3P 180C/12min; Zn(Se,S)_{10,90} 9:1 S:Se 300C/80min; ZnAc2+ZnS; PL 483nm QY 82% FWHM 46nm; absolute QY; Avermaet2022",supplementary_text,1,1,0,0,,0,0,1,0,82,46
L028,InP (L-series),NR-L028-06,L028-S06,TRC-L028-06,literature_structured,InP/ZnS,hot_injection,no,no,180,30,491,,final_purified,Cyan2: InP/ZnS only; PL 491nm QY 92% FWHM 55.5nm; broader FWHM from direct ZnS strain; Table 2; Fig 8b; Avermaet2022 [shared_protocol: T/time inherited from L028-S01],main_text,1,1,0,0,,0,0,1,0,92,55.5
L029,InP (L-series),NR-L029-01,L029-S01,TRC-L029-01,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,2,527,,final_purified,Green best: DMA3P 180C/2min; size-fractionated; 4-step ZnSeS gradient 270C; ZnS 230C; PL 527nm QY 87% FWHM 37nm; absolute QY QE-2000; Jo2020,main_text,1,0,0,0,,0,0,1,0,87,37
L029,InP (L-series),NR-L029-02,L029-S02,TRC-L029-02,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,180,2,530,,final_purified,"One-pot green: same recipe no fractionation; PL 530nm QY 82% FWHM 50nm; absolute QY; Jo2020 [shared_protocol: T/time inherited from L029-S01]; [VERIFY-FIX 2026-04-06: PL_peak_nm_final 527→530, text p.1974 ""green (530 nm) QDs""; Fig S2a peak 530nm; 527nm was S01 value erroneously copied]",main_text,1,0,0,0,,0,0,1,0,82,50
L032,InP (L-series),NR-L032-01,L032-S01,TRC-L032-01,literature_structured,In(Zn)P/ZnSe,hot_injection,no,no,270,120,,,final_purified,"Lattice-matched In(Zn)P/ZnSe Zn/In=2.0; QY 60% absolute (Philips PTI); PL ~490nm figure-derived; P(TMS)3 injected at 300C then held at 270C/120min; ZnSe 280C; Pietra2016 ACS Nano; [VERIFY-FIX 2026-04-06: T_growth_C 185→270, time_min 15→120. p.4759 ""heating to 300C...injected...temperature lowered to 270C and held for 2h"". 185C not in paper. 15min was SI Fig S14 shell growth timepoint] [HALLUC-PATCH: PL 490→blank; 490 was likely absorption peak (Fig 3b/4b), not PL emission. Core/shell PL only in SI Fig S14 (38MB, unverifiable). cc+1]",main_text,1,0,0,0,,0,0,1,2,60,
L033,InP (L-series),NR-L033-01,L033-S01,TRC-L033-01,literature_structured,InP/ZnS,hot_injection,no,no,185,15,530,,final_purified,Green with water: InCl3·4H2O+ZnSt2+OLA (DMA)2P 185C/15min; ZnS TOP-S 280C 2x30min; PL 530nm QY 45% FWHM 46nm; absolute QY; 10-batch repro; Ramasamy2016,main_text,1,0,0,0,,0,0,1,0,45,46
L033,InP (L-series),NR-L033-02,L033-S02,TRC-L033-02,literature_structured,InP/ZnS,hot_injection,no,no,185,15,625,,final_purified,Red without water: anhydrous InCl3 dried 120C/2h; same shell; PL 625nm QY 33% FWHM 66nm; absolute QY; Ramasamy2016,main_text,1,0,0,0,,0,0,1,0,33,66
L034,InP (L-series),NR-L034-01,L034-S01,TRC-L034-01,literature_structured,InP/ZnSe,hot_injection,no,no,180,20,629,,final_purified,InP/ZnSe; InCl3+ZnCl2+OLA TDAP 180C/20min; ZnSe TOP-Se ramp to 320C 240min; PL 629nm QY 65% FWHM 47nm; near-blinking-free; Chandrasekaran2017 Nano Lett,supplementary_text,1,0,0,0,,0,0,1,0,65,47
L035,InP (L-series),NR-L035-01,L035-S01,TRC-L035-01,literature_structured,InP/ZnSe,hot_injection,no,no,180,20,554,,final_purified,"InP/ZnSe: P(NEt2)3 aminophosphine 180C/20min; ZnSe shell TOP-Se+Zn(St)2 180→320C; FWHM 47nm QY 50% text; PL ~554nm figure-derived (cc=1); Tessier2016 JACS; [VERIFY-FIX 2026-04-06: time_min 30→20, SI S1.2 (554nm InI3+ZnI2 protocol) ""InP core reaction occurs during 20 minutes""; 30min is InCl3 protocol for 613nm sample]",main_text,1,0,0,0,,0,0,1,1,50,47
L036,InP (L-series),NR-L036-01,L036-S01,TRC-L036-01,literature_structured,InP/ZnS,hot_injection,no,no,200,20,468,,final_purified,BLUE InP/ZnS: InI3+ZnI2+OLA (DMA)3P 200C/20min; DDT+ZnSt 300C/45min ZnS; PL 468nm QY 45% FWHM 47nm; shortest wavelength InP; Zhang2020 Adv Funct Mater,main_text,1,0,0,0,,0,0,1,0,45,47
L036,InP (L-series),NR-L036-02,L036-S02,TRC-L036-02,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,20,468,,final_purified,BLUE InP/ZnS/ZnS: double shell S-TOP+Zn(OA)2 250C/60min; PL 468nm QY ~40% FWHM 47nm; improved stability; EQE 1.7%; Zhang2020 [shared_protocol: T/time inherited from L036-S01],main_text,1,0,0,0,,0,0,1,0,40,47
L037,InP (L-series),NR-L037-01,L037-S01,TRC-L037-01,literature_structured,InP/ZnSe,hot_injection,no,no,250,20,683.5,650.1,final_purified,DEEP RED InP/ZnSe single shell: InCl3(1mmol)+ZnCl2(2.2mmol)+OLA degassed 140C; (DMA)3P 250C/20min core; Zn+Se precursors 270C/180min ZnSe shell; PL 683.5nm QY 45% FWHM 53nm; Table S1 explicit; core PL 650nm; shared core protocol with S02/S03; Huang2023 Adv Opt Mater [shared_protocol: T/time inherited from L037-S03],main_text,1,0,0,0,,0,0,1,0,45,53
L037,InP (L-series),NR-L037-02,L037-S02,TRC-L037-02,literature_structured,InP/ZnSe/ZnSeS,hot_injection,no,no,250,20,680.3,650.1,final_purified,DEEP RED InP/ZnSe/ZnSeS with transition layer: same core as S01; ZnSe inner 270C/180min + ZnSeS transition 280C/120min; PL 680.3nm QY 90% FWHM 58.8nm; Table S1 explicit; core PL 650nm; transition layer reduces lattice mismatch; Huang2023 [shared_protocol: T/time inherited from L037-S03],main_text,1,0,0,0,,0,0,1,0,90,58.8
L037,InP (L-series),NR-L037-03,L037-S03,TRC-L037-03,literature_structured,InP/ZnSe/ZnSeS/ZnS,hot_injection,no,no,250,20,680,650.1,final_purified,DEEP RED InP/ZnSe/ZnSeS/ZnS full multi-shell REPRESENTATIVE: same core; ZnSe 270C/180min + ZnSeS 280C/120min + ZnS outer 280C (DDT); PL 680nm QY 95% FWHM 66nm; highest deep-red PLQY for InP; Table S1 explicit; QLED EQE 6.5% luminance 2263 cd/m2; core size 5.3nm final 10.5nm; Huang2023,main_text,1,0,0,0,,0,0,1,0,95,66
L038,InP (L-series),NR-L038-01,L038-S01,TRC-L038-01,literature_structured,InP/ZnS,hot_injection,no,no,200,,425,,final_purified,BLUE Cu-assisted InP/ZnS: InCl3+ZnCl2+CuBr(0.45mmol)+OLA; (DMA)3P 200C Cu-assisted core; multi-step ZnS 200→260C; PL ~425nm QY 25% FWHM 72nm; text p.3 explicit; PL range ~420-425nm (text says both); band-gap emission confirmed NOT trap (PLE 355nm band-edge; XPS no Cu in lattice); Cu role=competitive nucleation with Cu3-xP→ultrasmall InP cores; FWHM broad due to ultrasmall size distribution; approve_with_note: PL range ambiguity preserved; Huang2019 J Phys Chem Lett; [VERIFY-FIX 2026-04-06: time_min 60→blank. Cu-assisted route core growth hold time not explicitly stated in paper. Conventional route = 60 min but not confirmed for Cu-assisted. SI p.3 60min=conventional InP only; SI p.4 60min=ZnS shelling step],main_text,1,0,0,0,,0,0,1,1,25,72
L038,InP (L-series),NR-L038-02,L038-S02,TRC-L038-02,literature_structured,InP/ZnS,hot_injection,no,no,200,60,630,,final_purified,RED conventional InP/ZnS control (no Cu): same protocol without CuBr; PL ~630nm QY 36% FWHM 61nm; text p.2 explicit; standard InP/ZnS synthesis; conventional comparison for Cu-assisted S01; approve_with_note: control row with low gap priority; Huang2019 [shared_protocol: T/time inherited from L038-S01],main_text,1,0,0,0,,0,0,1,1,36,61
L039,InP (L-series),NR-L039-01,L039-S01,TRC-L039-01,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,140,60,500,,final_purified,"InP/ZnSeS/ZnS In:Zn=1:0 (no Zn in core): InI3+OLA+ODE; (DMA)3P 140C/60min core; ZnSeS 280C + ZnS 220C/60min; PL 500nm QY 60% FWHM 44nm; figure-derived PL+QY (Fig 1c-d); FWHM from text range 44-46nm; approve_with_note: figure-derived cc=1; cyan range; base formulation without Zn modification; Jiang2024 ACS Appl Nano Mater; [VERIFY-FIX 2026-04-06: T_growth_C 200→140. Experimental: 120°C=degas, 140°C=core growth (P injection + 60min hold). 200°C does not exist in core synthesis. Previous REPAIR C-2 correction was erroneous.]",main_text,1,0,0,0,,0,0,1,1,60,44
L039,InP (L-series),NR-L039-02,L039-S02,TRC-L039-02,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,140,60,478,,final_purified,"In(Zn)P/ZnSeS/ZnS In:Zn=1:1 (Zn-doped core): InI3+Zn(Ac)2+OLA+ODE; (DMA)3P 140C/60min core; same shell as S01; PL 478nm QY 72% FWHM 46nm; PL from text+Fig 1c; QY text-explicit; FWHM text range; approve_with_note: mixed provenance cc=1; Zn doping shrinks core→blue shift; Jiang2024; [VERIFY-FIX 2026-04-06: T_growth_C 200→140. Experimental: 120°C=degas, 140°C=core growth (P injection + 60min hold). 200°C does not exist in core synthesis. Previous REPAIR C-2 correction was erroneous.]",main_text,1,0,0,0,,0,0,1,1,72,46
L039,InP (L-series),NR-L039-03,L039-S03,TRC-L039-03,literature_structured,InP/ZnSeS/ZnS,hot_injection,no,no,140,60,457,,final_purified,"In(ZnGa)P/ZnSeS/ZnS REPRESENTATIVE: In:Zn=1:1 + GaI3(0.45mmol) Ga cation-exchange at 240C/30min; same shell + optimized 160min; PL 457nm QY 84% FWHM 52nm; Table 2 explicit; 450-500nm band (NOT <450); Zn+Ga double modification shrinks core + widens band gap via cation exchange; core size 2.55nm; Jiang2024; [VERIFY-FIX 2026-04-06: T_growth_C 200→140. Experimental: 120°C=degas, 140°C=core growth (P injection + 60min hold). 200°C does not exist in core synthesis. Previous REPAIR C-2 correction was erroneous.]",main_text,1,0,0,0,,0,0,1,0,84,52
L040,InP (L-series),NR-L040-01,L040-S01,TRC-L040-01,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,200,20,627,,final_purified,RED InP/ZnSe/ZnS Ga-free base case (GaI3=0.00mmol): [In(btsa)2Cl]2+ZnCl2+OAm; P(DMA)3 200C/20min core; ZnSe 200-290C + ZnS 300C/60min + OTT+Zn(ac)2 ligand treatment; PL 627nm QY 32% FWHM 59nm; Table S1+Table 1 explicit; Ga composition series base (x=0); system_tag=InP/ZnSe/ZnS because no Ga in core; Duah2025 Molecules,main_text,1,1,0,0,,0,0,1,0,32,59
L040,InP (L-series),NR-L040-02,L040-S02,TRC-L040-02,literature_structured,In(Ga)P/ZnSe/ZnS,hot_injection,no,no,200,20,585,,final_purified,YELLOW In(Ga)P/ZnSe/ZnS (GaI3=0.25mmol): same protocol + 0.25mmol GaI3 during core; PL 585nm QY 50% FWHM 62nm; Table S1+Table 1 explicit; BEST QY in series; Ga incorporation confirmed by XPS (Fig 3b); estimated ~40% Ga at surface; ligand-treated; Duah2025 [shared_protocol: T/time inherited from L040-S01],main_text,1,1,0,0,,0,0,1,0,50,62
L040,InP (L-series),NR-L040-03,L040-S03,TRC-L040-03,literature_structured,In(Ga)P/ZnSe/ZnS,hot_injection,no,no,200,20,539,,final_purified,GREEN In(Ga)P/ZnSe/ZnS (GaI3=0.50mmol): same protocol + 0.50mmol GaI3; PL 539nm QY 31% FWHM 50nm; Table S1+Table 1 explicit; Ga composition ~70.4% (ICP-implied); ligand-treated; Duah2025 [shared_protocol: T/time inherited from L040-S01],main_text,1,1,0,0,,0,0,1,0,31,50
L041,InP (L-series),NR-L041-01,L041-S01,TRC-L041-01,literature_structured,In(Ga)P/ZnS,hot_injection,no,no,300,,470,,final_purified,BLUE In(Ga)P/ZnS REPRESENTATIVE: TMGa monomeric Ga carboxylate Ga(LA)3; In(LA)3+Ga(LA)3 Ga/In feed=1; TMS3P 300C core; In0.6Ga0.4P (ICP-OES); ZnCl2 surface passivation; double-step ZnS (ZnCl2-OAm 300C/30min inner + Zn(OA)2-DDT 300C/20min outer); PL 470nm QY 67% FWHM 40nm; text p.7 explicit; 450-500nm blue-edge band; core 2.3nm total 6.34nm; QLED turn-on 2.6V; narrowest FWHM among blue InGaP (Table S4); Kim2025 Inorg Chem Front,main_text,1,0,0,0,,0,0,1,0,67,40
L042,InP (L-series),NR-L042-01,L042-S01,TRC-L042-01,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,2,485,,final_purified,InP/ZnS/ZnS UNETCHED (HF=0mL): InI3+ZnBr2+OLA; P(DMA)3 200C/2min core; ZnS 1st 250C/45min + ZnS 2nd 300C/70min; PL 485nm QY 81% FWHM 48nm; text p.4; HF dose series baseline; Zhang2025 ACS Appl Electron Mater,main_text,1,0,0,0,,0,0,1,0,81,48
L042,InP (L-series),NR-L042-02,L042-S05,TRC-L042-02,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,2,479,,final_purified,InP/ZnS/ZnS HF=0.05mL: same core + HF 120C/5min + same ZnS/ZnS shell; PL 479nm QY 85%; text p.4; BEST QY in series; 450-500nm band; Zhang2025 [shared_protocol: T/time inherited from L042-S01],main_text,1,1,0,0,,0,0,1,0,85,
L042,InP (L-series),NR-L042-03,L042-S02,TRC-L042-03,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,2,466,,final_purified,InP/ZnS/ZnS HF=0.10mL: HF etching removes InPOx/In2O3 + reduces core; PL 466nm QY 73% FWHM 47nm; Table S1 confirmed final core/shell; PURE BLUE; Zhang2025,main_text,1,1,0,0,,0,0,1,0,73,47
L042,InP (L-series),NR-L042-04,L042-S03,TRC-L042-04,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,2,451,,final_purified,InP/ZnS/ZnS HF=0.15mL: PL 451nm QY 52%; Table S1 confirmed final core/shell; 450-500nm band (451>=450 NOT <450); Zhang2025 [shared_protocol: T/time inherited from L042-S01],main_text,1,1,0,0,,0,0,1,0,52,
L042,InP (L-series),NR-L042-05,L042-S04,TRC-L042-05,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,200,2,421,,final_purified,InP/ZnS/ZnS HF=0.20mL: PL 421nm QY 28%; Table S1 confirmed FINAL core/shell; TRUE <450nm — shortest wavelength InP QDs; QY low (28%) due to excessive HF etching; approve_with_note: low QY but valid <450 gap filler; Zhang2025 [shared_protocol: T/time inherited from L042-S01],main_text,1,1,0,0,,0,0,1,1,28,
L043,InP (L-series),NR-L043-01,L043-S01,TRC-L043-01,literature_structured,InP/ZnS,hot_injection,no,no,300,,630,,final_purified,InP/ZnS CONTROL (x=0 no Ga): 4.0nm InP core; ZnS shell (ZnCl2-OAm + TOP-S oxygen-free); PL ~630nm QY 89% FWHM 57nm; composition series baseline; NOT F6 (pure InP); PL figure-derived (Fig 4D); approve_with_note: PL cc=1; control row; Gupta2023 JACS,main_text,1,0,0,0,,0,0,1,1,89,57
L043,InP (L-series),NR-L043-02,L043-S02,TRC-L043-02,literature_structured,In(Ga)P/ZnS,hot_injection,yes,yes,300,,590,,final_purified,In0.86Ga0.14P/ZnS (x=0.14): 4.0nm InP → molten-salt KGaI4 cation exchange → In0.86Ga0.14P; ZnS shell; PL ~590nm QY 89% FWHM 57nm; brightest alloy; F6 anchor; PL figure-derived (Fig 4D); ssNMR alloy confirmed; approve_with_note: PL cc=1; Gupta2023,main_text,1,0,0,0,,0,0,1,1,89,57
L043,InP (L-series),NR-L043-03,L043-S03,TRC-L043-03,literature_structured,In(Ga)P/ZnS,hot_injection,yes,yes,300,,,,final_purified,"In0.65Ga0.35P/ZnS (x=0.35): cation exchange → alloy; ZnS shell; PL blank (was 530nm, withdrawn); QY 75% FWHM 60nm; F6 alloy; ssNMR confirmed; yellow emission per Fig S7B/S11J; Gupta2023 [shared_protocol: T/time inherited from L043-S02]; [VERIFY-FIX 2026-04-06: PL_peak_nm_final 530→blank. 4nm/x=0.35 sample shows ~560-580nm (yellow) in Fig S7B/S11J. 530nm was 3.2nm small InP population (green) confusion. ""text p.5 explicit"" source claim not supported. Human review needed for figure estimate.]",main_text,1,0,0,0,,0,0,1,0,75,60
L044,InP (L-series),NR-L044-01,L044-S01,TRC-L044-01,literature_structured,In(Ga)P/ZnSeS/ZnS,hot_injection,no,no,180,3,475,,final_purified,InGaP/ZnSeS/ZnS (Ga=0.68mmol): InP core 180C/3min; In3+-to-Ga3+ cation exchange 280C/30min; ZnSeS inner (Se=0.1mmol ZnSe-less) 280C/60min + ZnS outer 220C/60min; PL 475nm QY ~80% FWHM ~47nm; PL text-explicit; QY REPAIRED 68→80% (68% was unalloyed InP baseline); text says 80-82% for all InGaP; cc=1 PL figure-supported; F6 new sys_tag; Kim2020 Chem Mater,main_text,1,0,0,0,,0,0,1,1,68,47
L044,InP (L-series),NR-L044-02,L044-S02,TRC-L044-02,literature_structured,In(Ga)P/ZnSeS/ZnS,hot_injection,no,no,180,3,470,,final_purified,InGaP/ZnSeS/ZnS (Ga=0.9mmol): same protocol; PL ~470nm QY ~81% FWHM ~46nm; QY REPAIRED 75→81% (text: 80-82%); PL figure-derived cc=1; F6; Kim2020,main_text,1,0,0,0,,0,0,1,1,75,46
L044,InP (L-series),NR-L044-03,L044-S03,TRC-L044-03,literature_structured,In(Ga)P/ZnSeS/ZnS,hot_injection,no,no,180,3,465,,final_purified,InGaP/ZnSeS/ZnS REPRESENTATIVE (Ga=1.35mmol): PL 465nm QY 80% FWHM ~46nm; text p.5+Conclusions explicit; F6 new sys_tag In(Ga)P/ZnSeS/ZnS; QLED EQE 2.5% 1038cd/m2; Kim2020 [shared_protocol: T/time inherited from L044-S01],main_text,1,0,0,0,,0,0,1,0,80,46
L045,InP (L-series),NR-L045-01,L045-S02,TRC-L045-01,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,140,2,474,,final_purified,InP/ZnS/ZnS Br-passivated MAIN representative: InI3+ZnBr2+OLA + (DMA)3P; core at 140C/2min; ZnS 1st at 250C/40min (S-TOP+Zn stearate); ZnS 2nd with DDT at 250C; PL 474nm QY 93% FWHM 47nm; size 6.2nm; HIGHEST blue InP QY reported; Zhang2022 Adv Opt Mater; T/time = core synthesis stage; second ZnS shell time blank (not in pages 1-5),main_text,1,0,0,0,,0,0,1,0,93,47
